Date,Open,High,Low,Close,Adj Close,Volume
2016-05-05,31.475000,31.910000,31.355000,31.754999,30.979605,1085800
2016-05-06,31.250000,31.825001,31.250000,31.750000,30.974728,1010200
2016-05-09,31.905001,32.275002,31.840000,32.040001,31.257647,753600
2016-05-10,32.014999,32.490002,31.950001,32.165001,31.379595,1289800
2016-05-11,32.165001,32.205002,31.830000,32.090000,31.306427,1218200
2016-05-12,32.279999,32.375000,32.044998,32.189999,31.403984,916600
2016-05-13,32.165001,32.215000,31.549999,31.610001,30.838146,705800
2016-05-16,32.200001,32.494999,32.180000,32.244999,31.457638,878400
2016-05-17,32.075001,32.345001,31.635000,31.695000,30.921070,1401200
2016-05-18,31.610001,32.240002,31.610001,31.885000,31.106434,2248000
2016-05-19,31.549999,31.635000,30.834999,31.090000,30.330847,2363600
2016-05-20,31.275000,31.715000,31.190001,31.580000,30.808880,779200
2016-05-23,31.490000,31.645000,31.100000,31.605000,30.833265,988800
2016-05-24,31.629999,31.945000,31.605000,31.745001,30.969852,895200
2016-05-25,32.195000,32.490002,32.105000,32.264999,31.477152,1089200
2016-05-26,32.500000,32.500000,32.115002,32.240002,31.452765,1821800
2016-05-27,32.410000,32.500000,32.205002,32.419998,31.628366,2461000
2016-05-31,32.500000,32.500000,32.025002,32.180000,31.394228,995600
2016-06-01,32.005001,32.455002,31.705000,32.404999,31.613733,1208200
2016-06-02,32.250000,32.790001,32.250000,32.790001,31.989330,1384400
2016-06-03,32.540001,32.730000,32.279999,32.665001,31.867384,800400
2016-06-06,32.630001,32.970001,32.564999,32.779999,31.979576,655600
2016-06-07,32.875000,33.290001,32.750000,33.150002,32.340549,1235600
2016-06-08,32.910000,33.264999,32.910000,32.985001,32.179569,1222000
2016-06-09,32.665001,32.830002,32.424999,32.740002,31.940561,913200
2016-06-10,32.410000,32.599998,32.310001,32.314999,31.525928,1635000
2016-06-13,32.064999,32.160000,31.815001,31.865000,31.086918,951200
2016-06-14,31.895000,32.230000,31.815001,31.870001,31.091801,785000
2016-06-15,32.325001,32.904999,32.200001,32.770000,31.969822,1394200
2016-06-16,32.240002,32.869999,32.240002,32.750000,31.950308,1415800
2016-06-17,32.785000,32.785000,32.404999,32.415001,31.623489,1602000
2016-06-20,32.915001,33.160000,32.555000,32.939999,32.135670,2320800
2016-06-21,32.775002,33.174999,32.750000,33.064999,32.257614,1452800
2016-06-22,33.084999,33.279999,32.820000,33.070000,32.262497,1286200
2016-06-23,33.494999,33.570000,33.230000,33.360001,32.545414,674400
2016-06-24,32.360001,33.064999,32.055000,32.880001,32.077137,1589000
2016-06-27,32.119999,32.334999,31.665001,31.840000,31.263634,1778400
2016-06-28,32.560001,32.560001,32.154999,32.445000,31.857683,1294400
2016-06-29,32.875000,33.084999,32.625000,32.685001,32.093338,1359400
2016-06-30,32.790001,33.174999,32.580002,33.174999,32.574467,1471400
2016-07-01,33.110001,33.389999,32.785000,33.290001,32.687382,1448000
2016-07-05,32.994999,33.205002,32.689999,33.005001,32.407543,840600
2016-07-06,32.840000,32.840000,32.560001,32.775002,32.181705,866200
2016-07-07,32.875000,33.349998,32.875000,33.084999,32.486092,1010800
2016-07-08,33.400002,33.790001,33.380001,33.669998,33.060505,1144600
2016-07-11,33.855000,34.110001,33.709999,34.014999,33.399258,963200
2016-07-12,33.889999,34.174999,33.845001,33.900002,33.286343,1828400
2016-07-13,33.980000,34.020000,33.555000,33.709999,33.099777,668400
